id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,economic
6558,4,2,9,21,43,2015,2,1964,1,-8,1,3,30000,1,200.0,155,120,3,3,3,1,2,3,1,4,5,3,,,,,30000.0,4,3,1,2,3,2,2,3,-8,51,-0.12802176211341557
6559,3,1,21,64,101,2015,1,1962,1,1,1,6,0,1,300.0,170,150,5,4,3,1,2,5,4,2,5,5,,,,,8000.0,2,3,1,1,3,2,2,4,3,53,-0.2232288644564399
6560,2,2,23,69,109,2015,2,1967,1,1,1,1,0,1,100.0,162,76,1,1,1,1,2,2,1,3,1,4,,,,,10000.0,4,1,1,2,3,3,2,4,2,48,-0.21657680352901584
6561,4,1,21,63,99,2015,2,1933,1,1,1,1,18000,1,35.0,155,96,4,3,3,2,3,3,1,4,3,5,,,,,18000.0,1,2,1,2,7,3,2,3,-8,82,-0.176747900538564
6562,5,1,4,7,14,2015,1,1952,1,1,1,4,58800,4,49.0,166,145,4,5,5,5,3,5,4,4,3,5,,,,,96000.0,2,3,1,2,3,2,2,4,2,63,0.1126493033906698
6563,1,2,23,69,109,2015,1,1949,1,1,1,3,26000,4,23.0,165,120,1,3,4,1,1,4,4,5,8,1,1.0,-1.0,1.0,4.0,26000.0,6,3,2,2,3,2,1,4,1,66,-0.1442638082548095
6564,4,1,6,16,32,2015,2,1964,1,1,1,4,4000,1,60.0,150,130,5,4,4,2,3,2,1,3,3,5,,,,,4000.0,1,2,1,2,6,2,2,4,2,51,-0.23359506203344266
6565,4,2,10,24,46,2015,2,1966,4,0,9,3,3000,1,180.0,165,150,2,3,5,1,3,3,1,4,5,3,,,,,40000.0,3,2,1,2,3,2,3,4,-8,49,-0.11459244637567764
6566,4,1,26,76,116,2015,1,1930,1,1,1,3,20000,1,90.0,168,100,3,4,3,2,2,2,2,4,6,5,,,,,20000.0,2,3,1,2,3,2,2,3,2,85,-0.1686268774669003
6567,4,2,16,44,75,2015,2,1993,1,1,1,4,20000,1,500.0,155,100,4,5,5,1,2,4,2,2,4,1,4.0,4.0,1.0,3.0,40000.0,3,2,1,2,1,2,2,3,2,22,-0.10210626817429218
6568,4,1,1,1,3,2015,1,1981,1,1,1,10,60000,1,38.0,176,172,4,5,3,2,4,4,4,2,5,1,3.0,11.0,1.0,3.0,100000.0,2,3,1,2,1,2,2,4,3,34,0.12683480253418847
6569,3,2,16,46,78,2015,1,1949,1,1,1,3,8000,4,140.0,162,160,3,3,3,4,1,4,2,3,3,2,,,,,40000.0,6,3,1,2,3,2,2,3,3,66,-0.11092004102136233
6570,2,2,21,61,97,2015,2,1960,1,1,1,1,7000,1,120.0,168,140,2,2,4,1,4,4,1,3,5,3,,,,,37000.0,5,1,1,2,3,3,3,3,2,55,-0.12163261348800165
6571,4,1,8,19,41,2015,2,1992,4,0,3,12,0,4,110.0,163,92,4,5,3,5,2,4,3,4,5,6,,,,,80000.0,4,3,1,2,1,3,1,4,-8,23,0.01624532900042957
6572,5,1,10,25,47,2015,2,1925,1,1,1,2,700,1,30.0,156,120,5,2,4,1,4,4,2,4,5,4,,,,,700.0,1,3,2,2,7,2,3,4,1,90,-0.24699475009912594
6573,3,2,16,45,76,2015,1,1957,1,1,1,4,10000,1,120.0,168,130,5,3,2,1,4,2,1,4,8,3,,,,,30000.0,2,3,1,2,3,2,1,4,2,58,-0.14271138352681023
6574,3,2,21,64,100,2015,1,1967,1,1,1,4,20000,1,170.0,175,145,4,4,4,1,3,2,1,2,4,3,,,,,30000.0,4,3,1,2,3,2,2,4,2,48,-0.1353665728201129
6575,3,2,9,22,44,2015,2,1969,1,1,1,4,10000,1,80.0,167,128,5,5,3,1,3,2,1,3,6,1,5.0,10.0,2.0,4.0,30000.0,3,3,1,2,3,2,2,3,3,46,-0.14271138352681023
6576,4,2,21,64,100,2015,1,1974,1,1,2,4,80000,1,110.0,168,122,5,5,3,1,4,3,3,4,3,1,5.0,20.0,1.0,2.0,150000.0,6,3,3,1,4,2,2,3,2,41,0.3078259471815203
6577,5,2,24,71,111,2015,1,1990,1,0,4,4,80000,1,120.0,175,150,5,5,4,1,4,4,2,2,5,1,2.0,11.0,1.0,1.0,250000.0,5,4,2,2,3,1,1,4,2,25,0.6404289936503613
6578,4,1,19,57,92,2015,2,1965,1,1,1,4,0,1,90.0,155,108,4,4,4,1,3,2,1,3,5,5,,,,,-3.0,2,3,0,2,3,2,2,2,-8,50,-0.24984708626526392
6579,3,1,12,32,60,2015,1,1960,1,1,1,6,60000,1,40.0,166,130,4,5,3,1,2,3,3,4,5,1,3.0,12.0,1.0,3.0,60000.0,2,2,1,2,3,3,3,4,2,55,-0.006206416053927983
6580,4,1,5,8,24,2015,2,1992,4,1,1,12,0,1,50.0,162,100,4,4,5,1,3,3,4,4,6,6,,,,,30000.0,2,3,1,2,1,2,2,3,-8,23,-0.1500561942335076
6581,4,1,13,37,68,2015,2,1952,1,1,1,4,-1,1,100.0,155,90,5,5,5,1,2,4,1,2,3,5,,,,,-2.0,3,3,1,2,3,2,1,-8,2,63,-0.2498444947158699
6582,4,1,16,44,75,2015,2,1966,1,1,1,3,0,1,98.0,160,120,3,5,5,1,2,3,1,3,5,4,,,,,50000.0,5,2,2,2,3,3,2,2,-8,49,-0.08353558494089944
6583,5,1,19,59,95,2015,2,1956,1,1,1,6,30000,4,108.0,160,118,5,5,5,5,4,4,2,2,5,5,,,,,100000.0,2,3,1,1,3,2,1,4,2,59,0.10480037041409643
6584,4,1,4,7,19,2015,2,1990,1,1,1,12,-2,4,90.0,167,120,5,5,4,1,3,4,3,4,4,1,3.0,2.0,1.0,2.0,300000.0,8,4,3,1,1,2,1,4,2,25,0.7479705622685784
6585,4,2,22,66,106,2015,1,1949,1,1,1,3,5000,1,130.0,168,106,2,3,4,1,3,2,1,4,4,3,,,,,50000.0,2,3,1,2,3,2,3,3,2,66,-0.07986317958658408
6586,4,1,12,32,56,2015,2,1940,1,1,1,6,90000,1,76.0,155,110,4,2,3,5,4,4,2,2,5,5,,,,,120000.0,2,3,1,2,3,2,2,3,-8,75,0.21538984394785532
6587,4,1,15,41,72,2015,2,1935,1,0,8,1,12000,1,100.0,155,100,2,2,3,2,4,3,1,4,4,5,,,,,24000.0,2,2,1,2,7,3,1,3,2,80,-0.16119860417450996
6588,4,2,18,55,89,2015,2,1953,1,1,1,1,1720,1,180.0,160,110,4,4,5,1,4,3,1,4,5,3,,,,,50000.0,1,3,1,2,3,2,1,3,2,62,-0.08227227749838079
6589,4,2,5,10,26,2015,2,1952,1,1,1,4,3000,1,100.0,161,110,3,5,5,1,4,4,2,4,5,4,,,,,10000.0,5,2,1,2,3,2,2,5,-8,63,-0.21437336031603996
6590,4,1,24,70,110,2015,1,1967,1,1,1,4,12000,4,79.0,169,146,2,3,3,5,4,3,2,4,6,1,3.0,30.0,1.0,2.0,36000.0,3,3,2,2,3,2,2,3,4,48,-0.12128623859739834
6591,4,1,31,87,130,2015,2,1953,1,1,1,6,19200,1,130.0,153,120,3,3,5,2,4,4,1,4,1,1,9.0,28.0,-8.0,-8.0,52800.0,2,-8,2,2,3,3,1,-8,2,62,-0.06012066309260718
6592,2,2,22,66,106,2015,2,1955,1,1,1,1,5000,1,400.0,140,70,3,3,4,1,3,3,1,2,3,3,,,,,60000.0,2,3,1,2,3,3,2,3,3,60,-0.04660287493979664
6593,5,1,17,49,82,2015,1,1963,1,-8,1,10,100000,1,130.0,169,150,4,4,4,2,2,3,3,4,6,1,3.0,22.0,1.0,2.0,150000.0,2,3,2,1,3,2,1,4,2,52,0.322515568594915
6594,4,2,29,84,127,2015,1,1970,1,1,1,6,100000,4,1050.0,170,142,5,4,5,5,2,4,2,4,6,1,3.0,25.0,1.0,3.0,140000.0,2,4,2,1,3,1,1,4,3,45,0.28925526394909423
6595,4,1,13,37,68,2015,1,1943,1,1,1,4,900,1,10.0,172,125,3,5,5,2,4,5,1,4,3,5,,,,,-2.0,1,2,2,2,3,3,2,4,3,72,-0.24918272727216326
6596,4,2,6,12,28,2015,2,1945,1,0,4,3,17000,1,200.0,115,130,3,4,4,4,4,4,2,4,7,4,,,,,35000.0,2,3,1,1,3,2,2,2,-8,70,-0.1209398637087284
6597,5,1,31,88,133,2015,1,1993,1,1,1,10,0,2,64.0,185,180,4,5,5,2,1,1,3,4,1,1,3.0,1.0,1.0,3.0,110000.0,3,3,5,1,1,2,1,4,2,22,0.11602624294079188
6598,4,1,8,19,41,2015,1,1975,4,0,6,9,24000,1,60.0,163,125,5,4,4,1,3,4,2,2,1,1,2.0,1.0,2.0,4.0,30000.0,6,1,1,2,3,3,2,4,4,40,-0.13242864853936742
6599,4,2,18,55,89,2015,1,1948,1,1,1,6,10000,1,90.0,167,140,5,4,4,1,4,2,2,4,4,3,,,,,20000.0,2,4,1,2,3,1,1,3,2,67,-0.17597168817263098
6600,4,1,27,80,120,2015,1,1953,1,1,1,4,32160,4,55.0,173,166,3,4,3,2,1,5,2,4,4,5,,,,,76560.0,2,3,2,1,3,2,1,4,2,62,0.028424695434673325
6601,4,1,16,47,79,2015,1,1973,1,1,1,4,100000,1,130.0,170,140,5,5,5,1,3,3,2,2,-8,1,2.0,10.0,-8.0,-8.0,100000.0,4,-8,1,2,3,2,2,3,-8,42,0.15621404535034403
6602,5,1,23,69,109,2015,1,1970,1,1,1,4,10000,1,40.0,170,145,4,3,3,2,1,3,1,1,3,2,,,,,20000.0,4,3,1,1,3,2,3,4,3,45,-0.17597168817359765
6603,3,2,21,64,101,2015,2,1962,1,1,1,3,20000,1,100.0,156,132,2,3,3,1,4,4,2,3,3,2,,,,,20000.0,2,2,1,2,3,3,2,3,3,53,-0.16862687746786703
6604,3,2,5,8,23,2015,2,1970,1,0,2,3,10000,1,60.0,165,140,4,4,3,4,1,5,1,4,2,1,3.0,10.0,1.0,3.0,20000.0,3,2,1,2,4,3,2,5,2,45,-0.1759716881745644
6605,4,1,19,59,95,2015,2,1966,1,1,1,4,0,1,90.0,156,103,5,5,5,1,1,3,1,3,5,5,,,,,0.0,2,3,1,1,4,2,2,4,2,49,-0.2498371081738699
6606,5,1,7,18,40,2015,2,1955,1,1,3,10,25000,1,65.0,165,90,5,4,3,5,4,4,3,2,5,5,,,,,50000.0,2,3,1,1,3,2,3,4,2,60,-0.0651735581731894
6607,3,1,19,59,95,2015,2,1935,1,1,1,3,5000,1,70.0,162,200,3,5,5,1,4,4,1,2,2,5,,,,,40000.0,3,1,1,2,7,3,2,3,-8,80,-0.1131234842353049
6608,4,2,29,83,126,2015,2,1955,1,1,1,1,0,1,240.0,156,110,4,4,4,1,3,3,1,2,5,3,,,,,100000.0,7,3,1,2,3,2,2,4,3,60,0.08276593829400442
6609,1,2,31,86,129,2015,2,1964,3,0,5,3,0,1,60.0,160,140,1,2,3,1,2,5,2,5,5,3,,,,,20000.0,5,3,1,2,3,2,3,3,4,51,-0.183316498880295
6610,4,1,24,70,110,2015,2,1984,1,0,1,5,0,2,75.0,150,83,3,3,3,1,3,3,2,2,3,5,,,,,40000.0,7,2,1,2,3,2,2,3,-8,31,-0.11679588958768686
6611,1,1,30,85,128,2015,1,1971,1,1,1,3,5800,1,53.9,159,92,3,5,2,2,2,4,1,1,1,5,,,,,36000.0,1,1,1,2,1,3,2,1,4,44,-0.12584002123748408
6612,4,2,2,2,9,2015,2,1950,8,0,4,3,-2,1,200.0,155,96,2,3,4,1,4,4,1,4,5,4,,,,,-2.0,2,3,1,2,3,2,1,4,2,65,-0.2498452291969406
6613,4,1,13,37,68,2015,2,1996,1,1,1,4,30000,1,70.0,160,100,4,5,5,1,2,4,2,3,5,1,3.0,2.0,1.0,3.0,30000.0,1,4,0,2,1,2,1,3,3,19,-0.12802176211244887
6614,4,2,21,62,98,2015,1,1974,1,1,1,4,20000,1,100.0,165,130,3,3,5,1,3,3,2,4,2,1,-8.0,-1.0,2.0,4.0,25000.0,2,3,1,2,3,2,2,3,3,41,-0.15199672514350662
6615,5,2,5,10,26,2015,2,1949,1,1,1,4,5000,1,40.0,156,98,5,4,5,1,4,3,2,4,5,3,,,,,6000.0,2,3,1,2,3,2,2,3,2,66,-0.22620852003244873
6616,4,2,15,43,74,2015,1,1961,1,1,1,4,30000,1,200.0,162,115,5,4,4,1,4,4,1,4,5,1,5.0,23.0,1.0,4.0,70000.0,2,3,1,2,3,2,2,4,2,54,0.005019456473734145
6617,4,2,2,5,12,2015,1,1969,8,1,1,3,8000,1,200.0,160,110,4,5,5,1,4,3,2,4,6,3,,,,,30000.0,5,3,1,2,3,2,1,4,2,46,-0.1441803456681497
6618,4,2,15,41,72,2015,2,1962,1,0,3,3,3000,1,90.0,152,90,4,4,3,1,2,1,1,2,3,3,,,,,60000.0,2,2,2,1,3,2,1,3,2,53,-0.0480718370821028
6619,5,2,2,3,10,2015,1,1939,4,0,3,3,3000,4,120.0,150,108,5,5,5,1,4,4,2,4,7,4,,,,,50000.0,2,2,1,2,7,1,1,4,-8,76,-0.08133214172889022
6620,4,1,18,51,84,2015,1,1947,1,1,2,6,24000,4,120.0,170,130,3,5,5,2,2,4,4,4,6,5,,,,,100000.0,5,3,1,2,3,2,2,3,2,68,0.10039348399007803
6621,4,2,21,64,101,2015,1,1968,1,1,1,4,40000,1,100.0,170,140,5,4,4,1,4,4,1,2,3,4,,,,,60000.0,4,2,2,2,3,2,3,4,2,47,-0.02089603746732266
6622,5,1,15,42,73,2015,2,1956,1,1,1,3,20000,1,220.0,160,143,5,4,3,2,4,4,1,2,5,4,,,,,65000.0,2,3,1,1,3,2,3,3,3,59,-0.018955506556356905
6623,5,1,21,63,99,2015,2,1938,1,1,1,1,3000,1,89.0,155,140,4,5,5,1,4,4,1,5,-8,4,,,,,35000.0,2,3,0,2,7,3,1,3,-8,77,-0.13122259869810468
6624,4,2,28,81,122,2015,2,1950,1,1,1,1,10000,1,198.0,167,60,5,2,4,1,2,3,2,2,6,3,,,,,10000.0,3,3,1,2,3,1,1,2,2,65,-0.2092319928203851
6625,5,1,15,39,70,2015,2,1969,1,1,1,1,3000,1,130.0,156,130,4,3,4,1,3,4,1,2,4,3,,,,,18000.0,1,3,1,2,3,3,1,4,3,46,-0.18776511659764333
6626,4,1,12,32,56,2015,2,1990,1,1,1,6,40000,1,23.0,165,110,4,4,4,1,3,3,2,4,1,1,3.0,6.0,1.0,3.0,-2.0,3,1,1,2,1,3,2,4,2,25,-0.22046451740994333
6627,4,1,12,32,57,2015,2,1952,1,1,1,3,0,1,65.0,160,130,3,5,4,1,3,4,2,3,5,4,,,,,200000.0,5,3,1,1,3,2,2,3,2,63,0.4153689847618788
6628,4,2,17,50,83,2015,2,1966,1,1,1,6,0,1,210.0,165,120,4,4,4,2,3,3,4,2,5,5,,,,,70000.0,2,3,1,2,3,3,2,4,2,49,-0.017014975646357865
6629,3,1,4,7,19,2015,2,1959,1,1,1,4,25000,1,43.0,163,104,3,5,3,4,3,4,1,4,4,1,3.0,28.0,1.0,3.0,25000.0,1,2,0,2,7,3,1,4,3,56,-0.14832431979112468
6630,4,1,22,66,105,2015,1,1979,1,1,1,6,20000,1,300.0,168,135,4,5,4,1,3,4,2,3,5,1,2.0,10.0,1.0,4.0,100000.0,4,3,1,2,3,2,2,3,2,36,0.09745555970739912
6631,4,1,26,75,115,2015,2,1968,1,1,3,4,200000,1,130.0,153,100,4,5,4,5,2,5,2,3,5,5,,,,,220000.0,4,3,2,2,3,2,2,3,3,47,0.6287858081894004
6632,4,1,19,57,91,2015,2,1954,1,1,1,4,36000,1,50.0,155,98,4,4,4,5,2,4,4,2,4,5,,,,,80000.0,2,3,1,1,3,2,1,3,3,61,0.04268664754453998
6633,3,1,13,36,67,2015,2,1954,1,1,1,4,20000,1,85.0,154,90,3,2,3,4,4,4,1,3,6,5,,,,,50000.0,2,2,1,2,7,3,2,3,2,61,-0.06884596352750476
6634,4,1,7,18,39,2015,2,1961,1,1,1,4,36000,1,60.0,152,116,4,5,5,2,3,3,1,4,7,5,,,,,72000.0,2,3,2,1,3,2,1,4,2,54,0.016078403827110038
6635,4,2,18,52,85,2015,1,1957,1,1,1,4,20000,1,150.0,175,136,5,4,4,1,2,2,1,4,1,1,3.0,-2.0,1.0,3.0,30000.0,5,2,1,2,3,2,2,4,2,58,-0.1353665728210796
6636,2,2,2,3,10,2015,1,1949,1,1,1,3,2000,1,40.0,163,100,2,3,3,1,4,4,1,4,2,4,,,,,20000.0,5,3,1,2,3,2,2,3,2,66,-0.18184753673895557
6637,4,1,11,31,54,2015,2,1981,1,1,4,10,36000,1,92.0,168,110,5,4,4,2,3,2,3,2,5,1,3.0,12.0,1.0,3.0,70000.0,3,3,1,1,3,2,1,3,2,34,0.009426342897752547
6638,4,2,11,30,53,2015,2,1968,1,1,1,4,13000,1,200.0,160,130,4,5,5,1,3,3,3,1,5,1,3.0,20.0,1.0,3.0,100000.0,3,3,1,2,3,2,2,4,3,47,0.09231419221271095
6639,4,1,24,72,112,2015,2,1973,1,1,1,10,25000,1,127.0,160,110,5,5,5,5,3,3,3,4,2,1,3.0,20.0,1.0,3.0,100000.0,3,2,2,1,3,2,1,3,2,42,0.10112796505978107
6640,3,1,10,27,50,2015,2,1976,1,1,1,3,10000,1,14.0,155,112,4,4,3,1,3,2,1,1,4,3,,,,,15000.0,4,2,0,2,3,2,1,4,2,39,-0.19260184049795806
6641,4,1,13,37,68,2015,2,1958,1,0,4,3,400,1,60.0,160,130,4,4,3,1,4,3,1,4,4,4,,,,,12000.0,3,3,1,2,3,2,2,3,2,57,-0.20963095016945707
6642,4,2,2,4,11,2015,2,1962,1,1,1,1,-3,1,80.0,156,85,3,5,5,1,4,2,1,2,2,2,,,,,2000.0,4,2,1,2,7,3,2,3,2,53,-0.2431872506886911
6643,4,1,16,46,78,2015,2,1953,1,1,1,3,0,1,160.0,154,85,4,4,4,1,4,4,2,4,5,4,,,,,80000.0,4,3,1,1,7,2,1,4,2,62,0.01624532900042957
6644,4,2,2,5,12,2015,1,1962,8,1,1,3,20000,1,85.0,160,80,4,4,4,1,2,3,2,4,5,3,,,,,37000.0,7,3,2,2,3,2,2,4,2,53,-0.11208435956736171
6645,4,1,6,17,33,2015,1,1970,1,1,1,12,40000,1,100.0,165,150,4,5,5,4,2,4,2,4,6,1,3.0,13.0,1.0,3.0,60000.0,3,3,1,2,3,2,1,4,2,45,-0.02089603746635595
6646,5,1,15,43,74,2015,1,1929,1,1,1,4,35000,4,90.0,168,125,5,4,4,2,2,4,2,4,6,5,,,,,60000.0,2,4,1,2,3,2,2,5,2,86,-0.02456844281873791
6647,4,2,29,83,126,2015,1,1950,1,1,1,4,0,1,60.0,170,130,4,4,5,2,1,4,2,4,8,5,,,,,60000.0,2,4,1,1,3,1,2,3,2,65,-0.050275280292178585
6648,4,1,18,55,89,2015,1,1968,1,1,2,5,45000,1,120.0,170,140,4,4,5,2,4,1,1,4,5,1,3.0,8.0,1.0,2.0,60000.0,4,3,1,1,3,2,1,4,2,47,-0.017223632113007276
6649,4,1,6,16,32,2015,2,1952,1,1,1,3,25000,1,60.0,158,100,3,4,4,5,4,2,2,4,7,5,,,,,50000.0,3,3,1,2,7,2,2,3,2,63,-0.0651735581731894
6650,3,1,12,33,62,2015,2,1984,1,0,4,3,-2,1,108.0,158,115,4,3,3,1,3,3,1,2,4,1,7.0,16.0,-8.0,4.0,-2.0,6,3,1,2,3,2,2,-8,-8,31,-0.2498452291969406
6651,4,2,13,36,66,2015,1,1938,6,0,4,3,0,4,120.0,160,100,1,3,4,1,1,1,1,5,1,5,,,,,50000.0,3,1,1,2,3,3,3,3,-8,77,-0.08353558494186615
6652,4,1,18,52,85,2015,1,1939,1,1,1,4,2000,1,140.0,170,130,4,4,4,2,4,4,3,4,4,5,,,,,4000.0,2,2,1,2,3,2,2,4,2,76,-0.23506402417478214
6653,1,2,28,81,121,2015,2,1947,1,1,1,3,2000,1,80.0,150,70,1,2,3,1,2,2,1,2,1,3,,,,,4000.0,4,2,1,2,3,3,2,4,2,68,-0.23506402417478214
6654,2,1,24,70,110,2015,1,1977,1,1,3,4,20000,1,63.0,165,115,4,3,3,1,3,2,1,2,4,1,5.0,19.0,1.0,3.0,20000.0,3,2,1,2,3,3,3,4,2,38,-0.16862687746786703
6655,3,1,5,8,23,2015,1,1962,1,1,1,6,-3,1,60.0,170,135,4,4,4,2,2,3,2,3,3,5,,,,,-3.0,1,3,1,2,3,2,1,4,-8,53,-0.24984928970847595
6656,2,1,6,12,28,2015,1,1969,1,1,1,6,20000,1,90.0,168,130,3,4,3,2,4,3,3,2,5,1,3.0,28.0,1.0,2.0,20000.0,3,3,1,2,3,2,1,3,2,46,-0.1686268774669003
6657,4,1,6,13,29,2015,1,1935,1,1,1,1,13000,4,90.0,170,130,4,4,4,5,3,3,1,4,7,5,,,,,13000.0,1,3,1,2,7,2,1,4,2,80,-0.19705045821433967
6658,4,2,6,16,32,2015,2,1936,1,0,4,2,0,1,100.0,150,90,2,3,3,1,2,3,1,4,5,5,,,,,400.0,2,3,1,2,3,2,2,4,2,79,-0.24850669598799838
6659,4,2,15,40,71,2015,2,1937,1,1,4,1,26000,1,300.0,160,155,2,4,4,4,5,-8,2,4,2,5,,,,,80000.0,5,2,1,2,7,2,1,4,2,78,0.03534183683687593
6660,4,1,31,88,133,2015,1,1977,1,0,1,4,25000,1,60.0,174,180,2,3,3,1,3,3,1,3,1,1,2.0,1.0,1.0,4.0,50000.0,2,2,1,2,4,3,2,2,2,38,-0.06517355817415611
6661,4,1,27,78,118,2015,1,1948,1,1,1,3,840,1,80.0,170,146,5,4,4,1,4,5,1,4,1,4,,,,,50000.0,4,3,1,2,6,3,2,4,3,67,-0.08291862084057017
6662,1,1,1,1,5,2015,2,1945,1,1,1,10,80000,1,25.0,158,105,2,4,5,2,4,4,4,2,5,5,,,,,-3.0,1,3,1,2,6,2,1,3,2,70,-0.1910886006116852
6663,5,1,19,59,95,2015,2,1935,1,1,1,4,40000,4,98.0,156,116,4,5,5,4,1,4,5,4,5,5,,,,,50000.0,1,4,1,2,7,1,1,4,2,80,-0.05415634211217667
6664,4,1,15,42,73,2015,2,1957,1,1,1,8,0,-8,120.0,157,113,5,5,5,1,3,3,2,3,5,3,,,,,0.0,2,3,1,2,3,2,2,-8,-8,58,-0.2498371081738699
6665,3,2,13,36,66,2015,1,1985,8,1,1,4,5000,1,220.0,163,120,4,5,4,1,3,3,2,4,5,2,,,,,50000.0,4,3,1,2,1,2,2,4,3,30,-0.07986317958658408
6666,3,2,16,47,79,2015,2,1940,1,0,2,1,0,1,100.0,150,90,2,2,3,1,2,4,2,4,5,4,,,,,30000.0,3,3,0,2,3,2,1,4,2,75,-0.1500561942335076
6667,3,2,26,74,114,2015,2,1937,1,1,1,1,0,1,150.0,150,90,2,1,3,1,1,1,1,2,3,5,,,,,36000.0,1,2,1,2,7,3,2,3,2,78,-0.13010001144640182
6668,4,1,31,88,133,2015,2,1971,1,1,1,4,10000,1,50.0,154,112,3,4,2,1,4,4,2,4,5,3,,,,,50000.0,2,2,1,2,3,2,2,4,2,44,-0.07619077423420209
6669,5,2,18,52,85,2015,1,1961,1,1,1,6,40000,1,120.0,168,140,4,5,5,1,3,3,4,4,5,2,,,,,80000.0,2,3,1,2,3,1,1,4,2,54,0.045624571827218914
6670,4,2,5,9,25,2015,2,1974,1,0,1,3,0,1,100.0,164,120,4,4,4,1,4,4,1,4,5,4,,,,,50000.0,3,2,1,2,3,2,1,4,-8,41,-0.08353558494089944
6671,4,1,24,70,110,2015,2,1978,1,1,3,6,0,1,90.0,160,120,4,4,3,1,4,4,3,2,5,5,,,,,500000.0,3,3,1,1,3,2,2,5,-8,37,1.4131781241655015
6672,3,1,1,1,8,2015,1,1970,1,1,2,12,100000,-8,120.0,180,150,4,5,5,2,3,3,3,3,7,1,3.0,15.0,1.0,1.0,200000.0,3,3,1,2,3,2,2,3,2,45,0.48881709182885213
6673,1,1,10,27,50,2015,2,1963,1,1,1,4,0,1,300.0,167,136,3,2,2,1,1,4,1,1,1,5,,,,,15000.0,4,1,1,2,4,3,3,4,3,52,-0.1999466512056221
6674,4,1,1,1,3,2015,2,1934,1,1,1,2,36000,1,40.0,158,135,3,4,4,2,2,5,1,4,2,5,,,,,36000.0,1,4,1,2,7,2,2,3,3,81,-0.10365869290035801
6675,4,2,22,65,104,2015,1,1965,1,1,1,4,6000,1,150.0,170,140,3,3,2,1,3,2,3,3,2,2,,,,,6000.0,1,2,1,2,3,2,1,4,2,50,-0.22547403896274568
6676,4,1,21,64,100,2015,2,1969,1,1,1,6,18000,1,90.0,163,110,4,4,4,5,4,4,2,4,5,1,3.0,20.0,1.0,3.0,60000.0,3,3,1,1,3,2,2,4,3,46,-0.037054621021090084
6677,3,1,1,1,4,2015,2,1958,1,1,1,9,36000,1,58.0,161,118,3,4,3,2,3,2,3,2,4,5,,,,,84000.0,2,3,1,2,3,3,3,3,3,57,0.055990769403254946
6678,4,2,22,67,107,2015,2,1944,8,1,1,1,0,1,80.0,150,68,2,3,2,1,3,3,1,5,3,4,,,,,2000.0,2,3,1,2,3,2,2,3,2,71,-0.24318504724451237
6679,4,1,17,50,83,2015,1,1946,1,1,1,4,24000,4,90.0,172,140,3,3,3,2,1,3,3,4,5,5,,,,,48000.0,2,3,2,2,3,2,2,4,2,69,-0.07256010017321664
6680,4,1,26,76,116,2015,2,1969,1,0,3,4,9600,1,80.0,163,120,4,4,4,1,2,2,1,3,5,1,2.0,30.0,1.0,4.0,-3.0,2,3,1,2,3,2,3,4,2,46,-0.24279606798683448
6681,4,1,1,1,6,2015,1,1954,1,1,1,6,60000,1,60.0,170,150,4,4,4,5,2,2,2,4,5,5,,,,,92400.0,1,3,1,2,3,2,3,4,2,61,0.10155697100263
6682,3,1,21,64,102,2015,1,1984,1,1,1,4,31000,1,300.0,175,130,4,5,4,5,2,2,3,4,5,1,4.0,15.0,1.0,3.0,50000.0,7,3,1,2,3,2,2,3,3,31,-0.06076667174917099
6683,4,1,18,52,86,2015,2,1961,1,1,1,6,20000,1,220.0,168,130,5,4,4,2,1,3,2,2,8,5,,,,,40000.0,5,2,1,2,3,2,2,4,3,54,-0.10210626817429218
6684,4,1,9,21,43,2015,1,1969,1,1,1,3,20000,1,120.0,175,160,4,3,4,1,4,3,1,2,5,4,,,,,40000.0,4,3,1,2,3,2,1,4,2,46,-0.10210626817332548
6685,3,1,15,41,72,2015,2,1985,1,1,1,12,40000,1,35.0,160,110,4,5,4,4,2,4,4,2,6,1,3.0,10.0,1.0,3.0,100000.0,2,3,0,2,3,3,2,3,3,30,0.11214518112079379
6686,4,1,6,15,31,2015,1,1950,1,1,2,1,5000,1,100.0,165,120,4,3,3,1,2,2,1,3,8,1,5.0,3.0,1.0,4.0,20000.0,4,3,1,1,3,1,1,3,2,65,-0.17964409352694632
6687,3,1,15,41,72,2015,2,1962,1,1,1,1,20000,1,110.0,160,120,2,3,3,2,4,3,2,2,5,5,,,,,30000.0,3,3,1,2,3,2,1,4,2,53,-0.1353665728201129
6688,4,2,3,6,13,2015,1,1964,1,1,1,6,15000,1,20.0,169,96,3,1,1,1,2,3,4,4,2,2,,,,,15000.0,1,2,1,2,1,3,1,4,3,51,-0.18892943514460947
6689,3,1,19,59,95,2015,2,1987,1,0,2,4,30000,1,60.0,158,95,5,5,4,1,3,4,3,3,5,1,1.0,11.0,1.0,4.0,30000.0,1,3,0,2,1,2,2,3,2,28,-0.12802176211341557
